l3_code,L1_name,L2_name,l3_name
0,"Computer science, information & general works","Computer science, knowledge & systems","Computer science, information, general works"
1,"Computer science, information & general works","Computer science, knowledge & systems",Knowledge
10,"Computer science, information & general works",Bibliographies,Bibliography
100,Philosophy & psychology,Philosophy,Philosophy & psychology
101,Philosophy & psychology,Philosophy,Theory of philosophy
102,Philosophy & psychology,Philosophy,Miscellany of philosophy
103,Philosophy & psychology,Philosophy,Dictionaries & encyclopedias
104,Philosophy & psychology,Philosophy,[Unassigned]
105,Philosophy & psychology,Philosophy,Serial publications of philosophy
106,Philosophy & psychology,Philosophy,Organizations & management
107,Philosophy & psychology,Philosophy,"Education, research & related topics"
108,Philosophy & psychology,Philosophy,Groups of people
109,Philosophy & psychology,Philosophy,Historical and collected biography
11,"Computer science, information & general works",Bibliographies,Bibliographies and catalogs
110,Philosophy & psychology,Metaphysics,Metaphysics
111,Philosophy & psychology,Metaphysics,Ontology
112,Philosophy & psychology,Metaphysics,[Unassigned]
113,Philosophy & psychology,Metaphysics,Cosmology (Philosophy of nature)
114,Philosophy & psychology,Metaphysics,Space
115,Philosophy & psychology,Metaphysics,Time
116,Philosophy & psychology,Metaphysics,Change
117,Philosophy & psychology,Metaphysics,Structure
118,Philosophy & psychology,Metaphysics,Force and energy
119,Philosophy & psychology,Metaphysics,Number and quantity
12,"Computer science, information & general works",Bibliographies,Bibliographies and catalogs of individuals
120,Philosophy & psychology,Epistemology,"Epistemology, causation, humankind"
121,Philosophy & psychology,Epistemology,Epistemology (Theory of knowledge)
122,Philosophy & psychology,Epistemology,Causation
123,Philosophy & psychology,Epistemology,Determinism and indeterminism
124,Philosophy & psychology,Epistemology,Teleology
125,Philosophy & psychology,Epistemology,[Unassigned]
126,Philosophy & psychology,Epistemology,The self
127,Philosophy & psychology,Epistemology,The unconscious and the subconscious
128,Philosophy & psychology,Epistemology,Humankind
129,Philosophy & psychology,Epistemology,Origin and destiny of individual souls
13,"Computer science, information & general works",Bibliographies,[Unassigned]
130,Philosophy & psychology,Parapsychology & occultism,Parapsychology and occultism
131,Philosophy & psychology,Parapsychology & occultism,Parapsychological and occult methods
132,Philosophy & psychology,Parapsychology & occultism,[Unassigned]
133,Philosophy & psychology,Parapsychology & occultism,Specific topics in parapsychology & occultism
134,Philosophy & psychology,Parapsychology & occultism,[Unassigned]
135,Philosophy & psychology,Parapsychology & occultism,Dreams and mysteries
136,Philosophy & psychology,Parapsychology & occultism,[Unassigned]
137,Philosophy & psychology,Parapsychology & occultism,Divinatory graphology
138,Philosophy & psychology,Parapsychology & occultism,Physiognomy
139,Philosophy & psychology,Parapsychology & occultism,Phrenology
14,"Computer science, information & general works",Bibliographies,Of anonymous & pseudonymous works
140,Philosophy & psychology,Philosophical schools of thought,Specific philosophical schools
141,Philosophy & psychology,Philosophical schools of thought,Idealism and related systems
142,Philosophy & psychology,Philosophical schools of thought,Critical philosophy
143,Philosophy & psychology,Philosophical schools of thought,Bergsonism and intuitionism
144,Philosophy & psychology,Philosophical schools of thought,Humanism and related systems
145,Philosophy & psychology,Philosophical schools of thought,Sensationalism
146,Philosophy & psychology,Philosophical schools of thought,Naturalism and related systems
147,Philosophy & psychology,Philosophical schools of thought,Pantheism and related systems
148,Philosophy & psychology,Philosophical schools of thought,"Dogmatism, eclecticism, liberalism, etc."
149,Philosophy & psychology,Philosophical schools of thought,Other philosophical systems and doctrines
15,"Computer science, information & general works",Bibliographies,Of works from specific places
150,Philosophy & psychology,Psychology,Psychology
151,Philosophy & psychology,Psychology,[Unassigned]
152,Philosophy & psychology,Psychology,"Perception, movement, emotions & drives"
153,Philosophy & psychology,Psychology,Conscious mental processes & intelligence
154,Philosophy & psychology,Psychology,Subconscious & altered states
155,Philosophy & psychology,Psychology,Differential & developmental psychology
156,Philosophy & psychology,Psychology,Comparative psychology
157,Philosophy & psychology,Psychology,[Unassigned]
158,Philosophy & psychology,Psychology,Applied psychology
159,Philosophy & psychology,Psychology,[Unassigned]
16,"Computer science, information & general works",Bibliographies,Of works on specific subjects
160,Philosophy & psychology,Philosophical logic,Philosophical logic
161,Philosophy & psychology,Philosophical logic,Induction
162,Philosophy & psychology,Philosophical logic,Deduction
163,Philosophy & psychology,Philosophical logic,[Unassigned]
164,Philosophy & psychology,Philosophical logic,[Unassigned]
165,Philosophy & psychology,Philosophical logic,Fallacies and sources of error
166,Philosophy & psychology,Philosophical logic,Syllogisms
167,Philosophy & psychology,Philosophical logic,Hypotheses
168,Philosophy & psychology,Philosophical logic,Argument and persuasion
169,Philosophy & psychology,Philosophical logic,Analogy
17,"Computer science, information & general works",Bibliographies,Of works held in specific collections or offered for sale
170,Philosophy & psychology,Ethics,Ethics (Moral philosophy)
171,Philosophy & psychology,Ethics,Ethical systems
172,Philosophy & psychology,Ethics,Political ethics
173,Philosophy & psychology,Ethics,Ethics of family relationships
174,Philosophy & psychology,Ethics,Occupational ethics
175,Philosophy & psychology,Ethics,Ethics of recreation & leisure
176,Philosophy & psychology,Ethics,Ethics of sex and reproduction
177,Philosophy & psychology,Ethics,Ethics of social relations
178,Philosophy & psychology,Ethics,Ethics of consumption
179,Philosophy & psychology,Ethics,Other ethical norms
18,"Computer science, information & general works",Bibliographies,[Unassigned]
180,Philosophy & psychology,"Ancient, medieval & eastern philosophy","Ancient, medieval, eastern philosophy"
181,Philosophy & psychology,"Ancient, medieval & eastern philosophy",Eastern philosophy
182,Philosophy & psychology,"Ancient, medieval & eastern philosophy",Pre-Socratic Greek philosophies
183,Philosophy & psychology,"Ancient, medieval & eastern philosophy","Sophistic, Socratic, related philosophies"
184,Philosophy & psychology,"Ancient, medieval & eastern philosophy",Platonic philosophy
185,Philosophy & psychology,"Ancient, medieval & eastern philosophy",Aristotelian philosophy
186,Philosophy & psychology,"Ancient, medieval & eastern philosophy",Skeptic and Neoplatonic philosophies
187,Philosophy & psychology,"Ancient, medieval & eastern philosophy",Epicurean philosophy
188,Philosophy & psychology,"Ancient, medieval & eastern philosophy",Stoic philosophy
189,Philosophy & psychology,"Ancient, medieval & eastern philosophy",Medieval western philosophy
19,"Computer science, information & general works",Bibliographies,[Unassigned]
190,Philosophy & psychology,Modern western philosophy,Modern western philosophy
191,Philosophy & psychology,Modern western philosophy,Philosophy of United States and Canada
192,Philosophy & psychology,Modern western philosophy,Philosophy of British Isles
193,Philosophy & psychology,Modern western philosophy,Philosophy of Germany and Austria
194,Philosophy & psychology,Modern western philosophy,Philosophy of France
195,Philosophy & psychology,Modern western philosophy,Philosophy of Italy
196,Philosophy & psychology,Modern western philosophy,Philosophy of Spain and Portugal
197,Philosophy & psychology,Modern western philosophy,Philosophy of Russia
198,Philosophy & psychology,Modern western philosophy,Philosophy of Scandinavia and Finland
199,Philosophy & psychology,Modern western philosophy,Philosophy of other geographic areas
2,"Computer science, information & general works","Computer science, knowledge & systems",The book
20,"Computer science, information & general works",Library & information sciences,Library and information sciences
200,Religion,Religion,Religion
201,Religion,Religion,Religious mythology & social theology
202,Religion,Religion,Doctrines
203,Religion,Religion,Public worship and other practices
204,Religion,Religion,"Religious experience, life, practice"
205,Religion,Religion,Religious ethics
206,Religion,Religion,Leaders and organization
207,Religion,Religion,Missions and religious education
208,Religion,Religion,Sources
209,Religion,Religion,Sects and reform movements
21,"Computer science, information & general works",Library & information sciences,Relationships of libraries and archives
210,Religion,Philosophy & theory of religion,Philosophy and theory of religion
211,Religion,Philosophy & theory of religion,Concepts of God
212,Religion,Philosophy & theory of religion,"Existence, knowability & attributes of God"
213,Religion,Philosophy & theory of religion,Creation
214,Religion,Philosophy & theory of religion,Theodicy
215,Religion,Philosophy & theory of religion,Science and religion
216,Religion,Philosophy & theory of religion,[Unassigned]
217,Religion,Philosophy & theory of religion,[Unassigned]
218,Religion,Philosophy & theory of religion,Humankind
219,Religion,Philosophy & theory of religion,[Unassigned]
22,"Computer science, information & general works",Library & information sciences,Administration of physical plant
220,Religion,The Bible,Bible
221,Religion,The Bible,Old Testament (Tanakh)
222,Religion,The Bible,Historical books of Old Testament
223,Religion,The Bible,Poetic books of Old Testament
224,Religion,The Bible,Prophetic books of Old Testament
225,Religion,The Bible,New Testament
226,Religion,The Bible,Gospels and Acts
227,Religion,The Bible,Epistles
228,Religion,The Bible,Revelation (Apocalypse)
229,Religion,The Bible,Apocrypha and pseudepigrapha
23,"Computer science, information & general works",Library & information sciences,Personnel management
230,Religion,Christianity,Christianity
231,Religion,Christianity,God
232,Religion,Christianity,Jesus Christ and his family
233,Religion,Christianity,Humankind
234,Religion,Christianity,Salvation and grace
235,Religion,Christianity,Spiritual beings
236,Religion,Christianity,Eschatology
237,Religion,Christianity,[Unassigned]
238,Religion,Christianity,Creeds & catechisms
239,Religion,Christianity,Apologetics and polemics
24,"Computer science, information & general works",Library & information sciences,[Unassigned]
240,Religion,Christian practice & observance,Christian moral and devotional theology
241,Religion,Christian practice & observance,Christian ethics
242,Religion,Christian practice & observance,Devotional literature
243,Religion,Christian practice & observance,Evangelistic writings for individuals
244,Religion,Christian practice & observance,[Unassigned]
245,Religion,Christian practice & observance,[Unassigned]
246,Religion,Christian practice & observance,Use of art in Christianity
247,Religion,Christian practice & observance,Church furnishings and related articles
248,Religion,Christian practice & observance,"Christian experience, practice, life"
249,Religion,Christian practice & observance,Christian observances in family life
25,"Computer science, information & general works",Library & information sciences,Operations of libraries and archives
250,Religion,Christian pastoral practice & religious orders,Local Christian church and religious orders
251,Religion,Christian pastoral practice & religious orders,Preaching (Homiletics)
252,Religion,Christian pastoral practice & religious orders,Texts of sermons
253,Religion,Christian pastoral practice & religious orders,Pastoral work (Pastoral theology)
254,Religion,Christian pastoral practice & religious orders,Local church administration
255,Religion,Christian pastoral practice & religious orders,Religious congregations and orders
256,Religion,Christian pastoral practice & religious orders,[Unassigned]
257,Religion,Christian pastoral practice & religious orders,[Unassigned]
258,Religion,Christian pastoral practice & religious orders,[Unassigned]
259,Religion,Christian pastoral practice & religious orders,Pastoral care of families & kinds of persons
26,"Computer science, information & general works",Library & information sciences,Libraries and archives devoted to specific subjects
260,Religion,"Christian organization, social work & worship",Christian social and ecclesiastical theology
261,Religion,"Christian organization, social work & worship",Social theology and interreligious relations
262,Religion,"Christian organization, social work & worship",Ecclesiology
263,Religion,"Christian organization, social work & worship","Days, times, places of religious observance"
264,Religion,"Christian organization, social work & worship",Public worship
265,Religion,"Christian organization, social work & worship","Sacraments, other rites and acts"
266,Religion,"Christian organization, social work & worship",Missions
267,Religion,"Christian organization, social work & worship",Associations for religious work
268,Religion,"Christian organization, social work & worship",Religious education
269,Religion,"Christian organization, social work & worship",Spiritual renewal
27,"Computer science, information & general works",Library & information sciences,General libraries and archives
270,Religion,History of Christianity,"History, geographic treatment, biography"
271,Religion,History of Christianity,Religious orders in church history
272,Religion,History of Christianity,Persecutions in general church history
273,Religion,History of Christianity,Doctrinal controversies & heresies
274,Religion,History of Christianity,History of Christianity in Europe
275,Religion,History of Christianity,History of Christianity in Asia
276,Religion,History of Christianity,History of Christianity in Africa
277,Religion,History of Christianity,History of Christianity in North America
278,Religion,History of Christianity,History of Christianity in South America
279,Religion,History of Christianity,History of Christianity in other areas
28,"Computer science, information & general works",Library & information sciences,Reading and use of other information media
280,Religion,Christian denominations,Denominations & sects of Christian church
281,Religion,Christian denominations,Early church and Eastern churches
282,Religion,Christian denominations,Roman Catholic Church
283,Religion,Christian denominations,Anglican churches
284,Religion,Christian denominations,Protestants of Continental origin
285,Religion,Christian denominations,"Presbyterian, Reformed & Congregational"
286,Religion,Christian denominations,"Baptist, Restoration & Adventist"
287,Religion,Christian denominations,Methodist and related churches
288,Religion,Christian denominations,[Unassigned]
289,Religion,Christian denominations,Other denominations and sects
29,"Computer science, information & general works",Library & information sciences,[Unassigned]
290,Religion,Other religions,Other religions
291,Religion,Other religions,[Unassigned]
292,Religion,Other religions,Classical religion (Greek & Roman religion)
293,Religion,Other religions,Germanic religion
294,Religion,Other religions,Religions of Indic origin
295,Religion,Other religions,"Zoroastrianism (Mazdaism, Parseeism)"
296,Religion,Other religions,Judaism
297,Religion,Other religions,"Islam, Babism & Bahai Faith"
298,Religion,Other religions,(Optional number)
299,Religion,Other religions,Religions not provided for elsewhere
3,"Computer science, information & general works","Computer science, knowledge & systems",Systems
30,"Computer science, information & general works",Encyclopedias & books of facts,General encyclopedic works
300,Social sciences,"Social sciences, sociology & anthropology",Social sciences
301,Social sciences,"Social sciences, sociology & anthropology",Sociology and anthropology
302,Social sciences,"Social sciences, sociology & anthropology",Social interaction
303,Social sciences,"Social sciences, sociology & anthropology",Social processes
304,Social sciences,"Social sciences, sociology & anthropology",Factors affecting social behavior
305,Social sciences,"Social sciences, sociology & anthropology",Groups of people
306,Social sciences,"Social sciences, sociology & anthropology",Culture and institutions
307,Social sciences,"Social sciences, sociology & anthropology",Communities
308,Social sciences,"Social sciences, sociology & anthropology",[Unassigned]
309,Social sciences,"Social sciences, sociology & anthropology",[Unassigned]
31,"Computer science, information & general works",Encyclopedias & books of facts,General encyclopedic works in American English
310,Social sciences,Statistics,Collections of general statistics
311,Social sciences,Statistics,[Unassigned]
312,Social sciences,Statistics,[Unassigned]
313,Social sciences,Statistics,[Unassigned]
314,Social sciences,Statistics,General statistics of Europe
315,Social sciences,Statistics,General statistics of Asia
316,Social sciences,Statistics,General statistics of Africa
317,Social sciences,Statistics,General statistics of North America
318,Social sciences,Statistics,General statistics of South America
319,Social sciences,Statistics,General statistics of other areas
32,"Computer science, information & general works",Encyclopedias & books of facts,General encyclopedic works in English
320,Social sciences,Political science,Political science (Politics and government)
321,Social sciences,Political science,Systems of governments and states
322,Social sciences,Political science,Relation of state to organized groups
323,Social sciences,Political science,Civil and political rights
324,Social sciences,Political science,The political process
325,Social sciences,Political science,International migration and colonization
326,Social sciences,Political science,Slavery and emancipation
327,Social sciences,Political science,International relations
328,Social sciences,Political science,The legislative process
329,Social sciences,Political science,[Unassigned]
33,"Computer science, information & general works",Encyclopedias & books of facts,Encyclopedias in other Germanic languages
330,Social sciences,Economics,Economics
331,Social sciences,Economics,Labor economics
332,Social sciences,Economics,Financial economics
333,Social sciences,Economics,Economics of land and energy
334,Social sciences,Economics,Cooperatives
335,Social sciences,Economics,Socialism and related systems
336,Social sciences,Economics,Public finance
337,Social sciences,Economics,International economics
338,Social sciences,Economics,Production
339,Social sciences,Economics,Macroeconomics and related topics
34,"Computer science, information & general works",Encyclopedias & books of facts,"Encyclopedias in French, Occitan, Catalan"
340,Social sciences,Law,Law
341,Social sciences,Law,Law of nations
342,Social sciences,Law,Constitutional and administrative law
343,Social sciences,Law,"Military, tax, trade and industrial law"
344,Social sciences,Law,"Labor, social, education & cultural law"
345,Social sciences,Law,Criminal law
346,Social sciences,Law,Private law
347,Social sciences,Law,Procedure and courts
348,Social sciences,Law,"Laws, regulations, cases"
349,Social sciences,Law,Law of specific jurisdictions & areas
35,"Computer science, information & general works",Encyclopedias & books of facts,"Encyclopedias in Italian, Romanian & related languages"
350,Social sciences,Public administration & military science,Public administration and military science
351,Social sciences,Public administration & military science,Public administration
352,Social sciences,Public administration & military science,General considerations of public administration
353,Social sciences,Public administration & military science,Specific fields of public administration
354,Social sciences,Public administration & military science,Administration of economy & environment
355,Social sciences,Public administration & military science,Military science
356,Social sciences,Public administration & military science,Foot forces & warfare
357,Social sciences,Public administration & military science,Mounted forces & warfare
358,Social sciences,Public administration & military science,Air & other specialized forces
359,Social sciences,Public administration & military science,Sea forces & warfare
36,"Computer science, information & general works",Encyclopedias & books of facts,"Encyclopedias in Spanish, Portuguese, Galician"
360,Social sciences,Social problems & social services,Social problems & services; associations
361,Social sciences,Social problems & social services,Social problems & services
362,Social sciences,Social problems & social services,Social problems & services to groups
363,Social sciences,Social problems & social services,Other social problems and services
364,Social sciences,Social problems & social services,Criminology
365,Social sciences,Social problems & social services,Penal and related institutions
366,Social sciences,Social problems & social services,Secret associations and societies
367,Social sciences,Social problems & social services,General clubs
368,Social sciences,Social problems & social services,Insurance
369,Social sciences,Social problems & social services,Associations
37,"Computer science, information & general works",Encyclopedias & books of facts,General encyclopedic works in Slavic languages
370,Social sciences,Education,Education
371,Social sciences,Education,Schools and their activities; special education
372,Social sciences,Education,Primary education (Elementary education)
373,Social sciences,Education,Secondary education
374,Social sciences,Education,Adult education
375,Social sciences,Education,Curricula
376,Social sciences,Education,[Unassigned]
377,Social sciences,Education,[Unassigned]
378,Social sciences,Education,Higher education (Tertiary education)
379,Social sciences,Education,Public policy issues in education
38,"Computer science, information & general works",Encyclopedias & books of facts,General encyclopedic works in Scandinavian languages
380,Social sciences,"Commerce, communications & transportation","Commerce, communications, transportation"
381,Social sciences,"Commerce, communications & transportation",Commerce (Trade)
382,Social sciences,"Commerce, communications & transportation",International commerce
383,Social sciences,"Commerce, communications & transportation",Postal communication
384,Social sciences,"Commerce, communications & transportation",Communications
385,Social sciences,"Commerce, communications & transportation",Railroad transportation
386,Social sciences,"Commerce, communications & transportation",Inland waterway and ferry transportation
387,Social sciences,"Commerce, communications & transportation","Water, air, space transportation"
388,Social sciences,"Commerce, communications & transportation",Transportation
389,Social sciences,"Commerce, communications & transportation",Metrology and standardization
39,"Computer science, information & general works",Encyclopedias & books of facts,General encyclopedic works in other languages
390,Social sciences,"Customs, etiquette & folklore","Customs, etiquette, folklore"
391,Social sciences,"Customs, etiquette & folklore",Costume and personal appearance
392,Social sciences,"Customs, etiquette & folklore",Customs of life cycle and domestic life
393,Social sciences,"Customs, etiquette & folklore",Death customs
394,Social sciences,"Customs, etiquette & folklore",General customs
395,Social sciences,"Customs, etiquette & folklore",Etiquette (Manners)
396,Social sciences,"Customs, etiquette & folklore",[Unassigned]
397,Social sciences,"Customs, etiquette & folklore",[Unassigned]
398,Social sciences,"Customs, etiquette & folklore",Folklore
399,Social sciences,"Customs, etiquette & folklore",Customs of war and diplomacy
4,"Computer science, information & general works","Computer science, knowledge & systems",Computer science
40,"Computer science, information & general works",[Unassigned],[Unassigned]
400,Language,Language,Language
401,Language,Language,Philosophy and theory
402,Language,Language,Miscellany
403,Language,Language,Dictionaries & encyclopedias
404,Language,Language,Special topics of language
405,Language,Language,Serial publications
406,Language,Language,Organizations and management
407,Language,Language,"Education, research, related topics"
408,Language,Language,Groups of people
409,Language,Language,Geographic treatment and biography
41,"Computer science, information & general works",[Unassigned],[Unassigned]
410,Language,Linguistics,Linguistics
411,Language,Linguistics,Writing systems
412,Language,Linguistics,Etymology
413,Language,Linguistics,Dictionaries
414,Language,Linguistics,Phonology & phonetics
415,Language,Linguistics,Grammar
416,Language,Linguistics,[Unassigned]
417,Language,Linguistics,Dialectology and historical linguistics
418,Language,Linguistics,Applied linguistics
419,Language,Linguistics,Sign languages
42,"Computer science, information & general works",[Unassigned],[Unassigned]
420,Language,English & Old English languages,English & Old English (Anglo-Saxon)
421,Language,English & Old English languages,"English writing system, phonology, phonetics"
422,Language,English & Old English languages,Etymology of standard English
423,Language,English & Old English languages,Dictionaries of standard English
424,Language,English & Old English languages,[Unassigned]
425,Language,English & Old English languages,Grammar of standard English
426,Language,English & Old English languages,[Unassigned]
427,Language,English & Old English languages,English language variations
428,Language,English & Old English languages,Standard English usage
429,Language,English & Old English languages,Old English (Anglo-Saxon)
43,"Computer science, information & general works",[Unassigned],[Unassigned]
430,Language,German & related languages,German and related languages
431,Language,German & related languages,"Writing system, phonology, phonetics"
432,Language,German & related languages,Etymology of standard German
433,Language,German & related languages,Dictionaries of standard German
434,Language,German & related languages,[Unassigned]
435,Language,German & related languages,Grammar of standard German
436,Language,German & related languages,[Unassigned]
437,Language,German & related languages,German language variations
438,Language,German & related languages,Standard German usage
439,Language,German & related languages,Other Germanic languages
44,"Computer science, information & general works",[Unassigned],[Unassigned]
440,Language,French & related languages,French & related Romance languages
441,Language,French & related languages,"Writing system, phonology, phonetics"
442,Language,French & related languages,Etymology of standard French
443,Language,French & related languages,Dictionaries of standard French
444,Language,French & related languages,[Unassigned]
445,Language,French & related languages,Grammar of standard French
446,Language,French & related languages,[Unassigned]
447,Language,French & related languages,French language variations
448,Language,French & related languages,Standard French usage
449,Language,French & related languages,"Occitan, Catalan, Franco-Provençal"
45,"Computer science, information & general works",[Unassigned],[Unassigned]
450,Language,"Italian, Romanian & related languages","Italian, Romanian & related languages"
451,Language,"Italian, Romanian & related languages","Writing system, phonology, phonetics"
452,Language,"Italian, Romanian & related languages",Etymology of standard Italian
453,Language,"Italian, Romanian & related languages",Dictionaries of standard Italian
454,Language,"Italian, Romanian & related languages",[Unassigned]
455,Language,"Italian, Romanian & related languages",Grammar of standard Italian
456,Language,"Italian, Romanian & related languages",[Unassigned]
457,Language,"Italian, Romanian & related languages",Italian language variations
458,Language,"Italian, Romanian & related languages",Standard Italian usage
459,Language,"Italian, Romanian & related languages","Romanian, Rhaetian, Sardinian, Corsican"
46,"Computer science, information & general works",[Unassigned],[Unassigned]
460,Language,"Spanish, Portuguese, Galician","Spanish, Portuguese, Galician"
461,Language,"Spanish, Portuguese, Galician","Writing system, phonology, phonetics"
462,Language,"Spanish, Portuguese, Galician",Etymology of standard Spanish
463,Language,"Spanish, Portuguese, Galician",Dictionaries of standard Spanish
464,Language,"Spanish, Portuguese, Galician",[Unassigned]
465,Language,"Spanish, Portuguese, Galician",Grammar of standard Spanish
466,Language,"Spanish, Portuguese, Galician",[Unassigned]
467,Language,"Spanish, Portuguese, Galician",Spanish language variations
468,Language,"Spanish, Portuguese, Galician",Standard Spanish usage
469,Language,"Spanish, Portuguese, Galician",Portuguese
47,"Computer science, information & general works",[Unassigned],[Unassigned]
470,Language,Latin & Italic languages,Latin and related Italic languages
471,Language,Latin & Italic languages,"Writing system, phonology, phonetics"
472,Language,Latin & Italic languages,Etymology of classical Latin
473,Language,Latin & Italic languages,Dictionaries of classical Latin
474,Language,Latin & Italic languages,[Unassigned]
475,Language,Latin & Italic languages,Grammar of classical Latin
476,Language,Latin & Italic languages,[Unassigned]
477,Language,Latin & Italic languages,"Old, postclassical, Vulgar Latin"
478,Language,Latin & Italic languages,Classical Latin usage
479,Language,Latin & Italic languages,Other Italic languages
48,"Computer science, information & general works",[Unassigned],[Unassigned]
480,Language,Classical & modern Greek languages,Classical Greek; Hellenic languages
481,Language,Classical & modern Greek languages,"Writing system, phonology, phonetics"
482,Language,Classical & modern Greek languages,Etymology of classical Greek
483,Language,Classical & modern Greek languages,Dictionaries of classical Greek
484,Language,Classical & modern Greek languages,[Unassigned]
485,Language,Classical & modern Greek languages,Grammar of classical Greek
486,Language,Classical & modern Greek languages,[Unassigned]
487,Language,Classical & modern Greek languages,Preclassical and postclassical Greek
488,Language,Classical & modern Greek languages,Classical Greek usage
489,Language,Classical & modern Greek languages,Other Hellenic languages
49,"Computer science, information & general works",[Unassigned],[Unassigned]
490,Language,Other languages,Other languages
491,Language,Other languages,East Indo-European and Celtic languages
492,Language,Other languages,Afro-Asiatic languages
493,Language,Other languages,Non-Semitic Afro-Asiatic languages
494,Language,Other languages,"Altaic, Uralic, Hyperborean & Dravidian"
495,Language,Other languages,Languages of East and Southeast Asia
496,Language,Other languages,African languages
497,Language,Other languages,North American native languages
498,Language,Other languages,South American native languages
499,Language,Other languages,Austronesian & other languages
5,"Computer science, information & general works","Computer science, knowledge & systems","Computer programming, programs, data, security"
50,"Computer science, information & general works","Magazines, journals & serials",General serial publications
500,Science,Science,Natural Sciences and Mathemetics
501,Science,Science,Philosophy and theory
502,Science,Science,Miscellany
503,Science,Science,Dictionaries & encyclopedias
504,Science,Science,[Unassigned]
505,Science,Science,Serial publications
506,Science,Science,Organizations and management
507,Science,Science,"Education, research, related topics"
508,Science,Science,Natural history
509,Science,Science,"History, geographic treatment, biography"
51,"Computer science, information & general works","Magazines, journals & serials",General serial publications in American English
510,Science,Mathematics,Mathematics
511,Science,Mathematics,General principles of mathematics
512,Science,Mathematics,Algebra
513,Science,Mathematics,Arithmetic
514,Science,Mathematics,Topology
515,Science,Mathematics,Analysis
516,Science,Mathematics,Geometry
517,Science,Mathematics,[Unassigned]
518,Science,Mathematics,Numerical analysis
519,Science,Mathematics,Probabilities and applied mathematics
52,"Computer science, information & general works","Magazines, journals & serials",General serial publications in English
520,Science,Astronomy,Astronomy and allied sciences
521,Science,Astronomy,Celestial mechanics
522,Science,Astronomy,"Techniques, equipment & materials"
523,Science,Astronomy,Specific celestial bodies and phenomena
524,Science,Astronomy,[Unassigned]
525,Science,Astronomy,Earth (Astronomical geography)
526,Science,Astronomy,Mathematical geography
527,Science,Astronomy,Celestial navigation
528,Science,Astronomy,Ephemerides
529,Science,Astronomy,Chronology
53,"Computer science, information & general works","Magazines, journals & serials",Serials in other Germanic languages
530,Science,Physics,Physics
531,Science,Physics,Classical mechanics
532,Science,Physics,Fluid mechanics
533,Science,Physics,Pneumatics (Gas mechanics)
534,Science,Physics,Sound and related vibrations
535,Science,Physics,Light and related radiation
536,Science,Physics,Heat
537,Science,Physics,Electricity and electronics
538,Science,Physics,Magnetism
539,Science,Physics,Modern physics
54,"Computer science, information & general works","Magazines, journals & serials","Serials in French, Occitan, Catalan"
540,Science,Chemistry,Chemistry and allied sciences
541,Science,Chemistry,Physical chemistry
542,Science,Chemistry,"Techniques, equipment & materials"
543,Science,Chemistry,Analytical chemistry
544,Science,Chemistry,[Unassigned]
545,Science,Chemistry,[Unassigned]
546,Science,Chemistry,Inorganic chemistry
547,Science,Chemistry,Organic chemistry
548,Science,Chemistry,Crystallography
549,Science,Chemistry,Mineralogy
55,"Computer science, information & general works","Magazines, journals & serials","Serials in Italian, Romanian & related languages"
550,Science,Earth sciences & geology,Earth sciences
551,Science,Earth sciences & geology,"Geology, hydrology, meteorology"
552,Science,Earth sciences & geology,Petrology
553,Science,Earth sciences & geology,Economic geology
554,Science,Earth sciences & geology,Earth sciences of Europe
555,Science,Earth sciences & geology,Earth sciences of Asia
556,Science,Earth sciences & geology,Earth sciences of Africa
557,Science,Earth sciences & geology,Earth sciences of North America
